ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_248_Allowance_or_Charge_Indicator_E1,X12_00401_850->SACLoop1->SAC->SAC01
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_1300_Service__Promotion__Allowance__or_C_E2,X12_00401_850->SACLoop1->SAC->SAC02
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_559_Agency_Qualifier_Code_E3,X12_00401_850->SACLoop1->SAC->SAC03
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_1301_Agency_Service__Promotion__Allowanc_E4,X12_00401_850->SACLoop1->SAC->SAC04
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_610_Amount_E5,X12_00401_850->SACLoop1->SAC->SAC05
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_378_Allowance_Charge_Percent_Qualifier_E6,X12_00401_850->SACLoop1->SAC->SAC06
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_332_Percent_E7,X12_00401_850->SACLoop1->SAC->SAC07
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_118_Rate_E8,X12_00401_850->SACLoop1->SAC->SAC08
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_355_Unit_or_Basis_for_Measurement_Code_E9,X12_00401_850->SACLoop1->SAC->SAC09
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_380_Quantity_E10,X12_00401_850->SACLoop1->SAC->SAC10
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_380_Quantity_E11,X12_00401_850->SACLoop1->SAC->SAC11
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_331_Allowance_or_Charge_Method_of_Handl_E12,X12_00401_850->SACLoop1->SAC->SAC12
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_127_Reference_Identification_E13,X12_00401_850->SACLoop1->SAC->SAC13
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_770_Option_Number_E14,X12_00401_850->SACLoop1->SAC->SAC14
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_352_Description_E15,X12_00401_850->SACLoop1->SAC->SAC15
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->_819_Language_Code_E16,X12_00401_850->SACLoop1->SAC->SAC16
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->CUR_Currency__CUR__S12->_98_Entity_Identifier_Code_E1,X12_00401_850->SACLoop1->CUR_2->CUR01
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->CUR_Currency__CUR__S12->_100_Currency_Code_E2,X12_00401_850->SACLoop1->CUR_2->CUR02
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->CUR_Currency__CUR__S12->_280_Exchange_Rate_E3,X12_00401_850->SACLoop1->CUR_2->CUR03
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->CUR_Currency__CUR__S12->_98_Entity_Identifier_Code_E4,X12_00401_850->SACLoop1->CUR_2->CUR04
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->CUR_Currency__CUR__S12->_100_Currency_Code_E5,X12_00401_850->SACLoop1->CUR_2->CUR05
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->CUR_Currency__CUR__S12->_669_Currency_Market_Exchange_Code_E6,X12_00401_850->SACLoop1->CUR_2->CUR06
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->CUR_Currency__CUR__S12->_374_Date_Time_Qualifier_E7,X12_00401_850->SACLoop1->CUR_2->CUR07
ASC_X12_850_004_010_DEFAULT_X->SAC_Service__Promotion__Allowance__or_C_S11->CUR_Currency__CUR__S12->_337_Time_E9,X12_00401_850->SACLoop1->CUR_2->CUR09
